stock_id,date,Advt_12M_Usd,Advt_3M_Usd,Advt_6M_Usd,Asset_Turnover,Bb_Yld,Bv,Capex_Ps_Cf,Capex_Sales,Cash_Div_Cf,Cash_Per_Share,Cf_Sales,Debtequity,Div_Yld,Dps,Ebit_Bv,Ebit_Noa,Ebit_Oa,Ebit_Ta,Ebitda_Margin,Eps,Eps_Basic,Eps_Basic_Gr,Eps_Contin_Oper,Eps_Dil,Ev,Ev_Ebitda,Fa_Ci,Fcf,Fcf_Bv,Fcf_Ce,Fcf_Margin,Fcf_Noa,Fcf_Oa,Fcf_Ta,Fcf_Tbv,Fcf_Toa,Fcf_Yld,Free_Ps_Cf,Int_Rev,Interest_Expense,Mkt_Cap_12M_Usd,Mkt_Cap_3M_Usd,Mkt_Cap_6M_Usd,Mom_11M_Usd,Mom_5M_Usd,Mom_Sharp_11M_Usd,Mom_Sharp_5M_Usd,Nd_Ebitda,Net_Debt,Net_Debt_Cf,Net_Margin,Netdebtyield,Ni,Ni_Avail_Margin,Ni_Oa,Ni_Toa,Noa,Oa,Ocf,Ocf_Bv,Ocf_Ce,Ocf_Margin,Ocf_Noa,Ocf_Oa,Ocf_Ta,Ocf_Tbv,Ocf_Toa,Op_Margin,Op_Prt_Margin,Oper_Ps_Net_Cf,Pb,Pe,Ptx_Mgn,Recurring_Earning_Total_Assets,Return_On_Capital,Rev,Roa,Roc,Roce,Roe,Sales_Ps,Share_Turn_12M,Share_Turn_3M,Share_Turn_6M,Ta,Tev_Less_Mktcap,Tot_Debt_Rev,Total_Capital,Total_Debt,Total_Debt_Capital,Total_Liabilities_Total_Assets,Vol1Y_Usd,Vol3Y_Usd,R1M_Usd,R3M_Usd,R6M_Usd,R12M_Usd
611,1/31/2018,0.71,0.72,0.69,0.84,0.91,0.03,0.36,0.37,0.36,0.54,0.4,0.5,0.39,0.39,0.01,0.82,0.8,0.8,0.39,0.46,0.45,0.69,0.46,0.46,0.71,0.53,0.5,0.76,0.01,0.7,0.51,0.92,0.87,0.86,0.09,0.7,0.53,0.54,0.3,0.84,0.72,0.73,0.73,0.79,0.73,0.85,0.89,0.55,0.68,0.23,0.48,0.33,0.76,0.47,0.88,0.72,0.45,0.5,0.72,0.01,0.69,0.37,0.93,0.86,0.85,0.1,0.69,0.59,0.68,0.35,0.5,0.5,0.56,0.15,0.96,0.77,0.86,0.96,0.5,0.5,0.48,0.63,0.6,0.57,0.54,0.46,0.47,0.5,0.71,0.98,0.97,0.22,0.42,-0.093,-0.147,-0.092,-0.265
849,1/31/2018,0.02,0.02,0.02,0.94,0.92,0.03,0.02,0.02,0.2,0.84,0.72,0.5,0.36,0.25,0.02,1,0.86,0.86,0.76,0.71,0.71,0.31,0.71,0.71,0.12,0.25,0.5,0.45,0.01,0.86,0.94,1,0.99,0.99,0.05,0.89,0.98,0.84,0.07,0.24,0.02,0.03,0.03,0.23,0.16,0.19,0.09,0.31,0.3,0.31,0.94,0.07,0.41,0.92,1,0.9,0.02,0.02,0.3,0.02,0.97,0.89,1,1,1,0.06,0.89,0.97,0.31,0.56,0.5,0.03,0.96,0.85,1,0.09,1,1,0.5,0.5,0.26,0.05,0.06,0.05,0.01,0.55,0.57,0.01,0.19,1,1,0.11,0.78,-0.103,-0.142,-0.168,-0.321
1071,1/31/2018,0.16,0.15,0.17,0.6,0.25,0.03,0.92,0.9,0.25,0.07,0.46,0.5,0.17,0.04,0.03,0.33,0.33,0.35,0.56,0.3,0.29,0.11,0.29,0.29,0.24,0.27,0.5,0.09,0.94,0.04,0.07,0.05,0.04,0.04,0.75,0.04,0.03,0.07,0.09,0.58,0.11,0.11,0.12,0.21,0.64,0.25,0.47,0.83,0.58,0.2,0.33,0.04,0.26,0.27,0.47,0.37,0.28,0.24,0.36,0.01,0.56,0.55,0.7,0.72,0.78,0.07,0.45,0.32,0.11,0.57,0.5,0.4,0.4,0.02,0.44,0.32,0.47,0.44,0.5,0.5,0.52,0.58,0.5,0.57,0.21,0.65,0.73,0.22,0.49,0.98,0.98,0.85,1,-0.082,-0.129,-0.226,-0.517
1128,1/31/2018,0.9,0.89,0.89,0.78,0.79,0.03,0.39,0.56,0.87,0.48,0.59,0.5,0.68,0.78,0.01,0.84,0.83,0.86,0.63,0.63,0.62,0.87,0.63,0.63,0.93,0.77,0.5,0.92,0.01,0.77,0.74,0.95,0.94,0.96,0.08,0.81,0.44,0.48,0.41,0.65,0.94,0.94,0.94,0.51,0.38,0.6,0.46,0.48,0.83,0.69,0.77,0.56,0.93,0.98,0.95,0.84,0.69,0.73,0.9,0.01,0.78,0.65,0.96,0.95,0.98,0.08,0.83,0.82,0.9,0.47,0.5,0.66,0.8,0.99,0.99,0.89,0.97,0.99,0.5,0.5,0.37,0.18,0.17,0.15,0.73,0.83,0.49,0.71,0.83,0.97,0.97,0.15,0.01,-0.062,-0.121,-0.086,-0.106
59,1/31/2018,0.61,0.57,0.61,0.93,0.86,0.04,0.71,0.32,0.44,0.88,0.34,1,0.38,0.84,1,0.8,0.78,0.82,0.32,0.94,0.94,0.72,0.94,0.93,0.61,0.77,1,0.63,1,0.78,0.47,0.88,0.86,0.92,0.04,0.65,0.34,0.88,0.17,0.42,0.63,0.64,0.63,0.81,0.84,0.86,0.94,0.61,0.57,0.66,0.52,0.61,0.66,0.51,0.91,0.73,0.31,0.33,0.55,1,0.79,0.32,0.89,0.86,0.92,0.04,0.63,0.5,0.68,0.86,1,0.58,0.53,0.91,0.98,0.63,0.94,0.98,1,1,0.89,0.61,0.45,0.61,0.29,0.18,0.38,0.27,0.49,0.97,0.97,0.24,0.19,-0.074,-0.12,0.002,0.065
201,1/31/2018,0.01,0.01,0.01,0.71,0.31,0.04,0.04,0.09,0.5,0.14,0.02,0.02,0.01,0.08,0.05,0.01,0.01,0.01,0.01,0.09,0.09,0.71,0.08,0.09,0.01,0.02,0.16,0.12,0.04,0.01,0.03,0.01,0.01,0.01,0.14,0.01,0.01,0.14,0.27,0.02,0.01,0.01,0.01,0.06,0.07,0.04,0.08,0.83,0.17,0.5,0.02,0.48,0.1,0.03,0.01,0.01,0.02,0.01,0.03,0.04,0.01,0.02,0.01,0.01,0.01,0.18,0.01,0.02,0.77,0.02,0.44,0.5,0.03,0.01,0.01,0.02,0.01,0.01,0.01,0.03,0.04,0.03,0.07,0.04,0.01,0.31,0.03,0.01,0.02,0.06,0.11,0.74,0.76,-0.145,0.148,0.158,-0.148
288,1/31/2018,0.2,0.13,0.14,0.38,0.42,0.04,0.5,0.92,0.13,0.5,0.65,0.5,0.23,0.21,0.01,0.14,0.12,0.13,0.62,0.04,0.5,0.5,0.04,0.5,0.33,0.51,0.5,0.1,0.99,0.07,0.08,0.08,0.07,0.07,0.39,0.05,0.07,0.5,0.69,0.64,0.18,0.2,0.21,0.99,0.23,0.66,0.22,0.91,0.64,0.38,0.05,0.33,0.06,0.05,0.06,0.06,0.38,0.33,0.37,0.01,0.36,0.64,0.5,0.54,0.59,0.19,0.44,0.28,0.01,0.5,0.5,0.5,0.06,0.17,0.18,0.26,0.06,0.18,1,0.01,0.5,0.49,0.14,0.14,0.29,0.68,0.84,0.32,0.55,0.97,0.98,0.98,0.92,-0.097,0,0,0
560,1/31/2018,0.59,0.78,0.66,0.42,0.27,0.04,0.06,0.57,0.09,0.16,0.01,0.96,0.19,0.09,0.03,0.01,0.01,0.01,0.01,0.09,0.09,0.81,0.09,0.09,0.39,0.01,0.72,0.09,0.02,0.02,0.02,0.02,0.01,0.02,0.01,0.01,0.12,0.16,0.5,0.46,0.51,0.64,0.58,1,1,0.91,0.86,0.22,0.22,0.42,0.02,0.44,0.06,0.02,0.01,0.01,0.03,0.03,0.02,0.02,0.01,0.01,0.02,0.01,0.01,0.02,0.01,0.02,0.87,0.03,1,0.5,0.02,0.01,0.01,0.06,0.01,0.01,0.01,0.01,0.01,0.79,0.91,0.82,0.08,0.03,0.8,0.08,0.26,0.93,0.82,1,0.98,0.095,0.015,-0.371,0
635,1/31/2018,0.53,0.63,0.58,0.17,0.3,0.04,0.03,0.03,0.66,0.93,1,1,0.9,0.91,1,0.16,0.16,0.18,0.79,0.32,0.32,0.17,0.32,0.32,0.53,0.88,0.04,0.75,1,0.98,0.99,0.79,0.86,0.91,0.9,0.97,0.94,0.93,0.87,0.67,0.45,0.44,0.42,0.25,0.56,0.26,0.43,0.99,0.78,0.78,0.75,0.85,0.38,0.62,0.35,0.96,0.57,0.48,0.65,1,0.83,1,0.66,0.76,0.83,0.9,0.96,0.37,0.18,0.87,1,0.87,0.49,0.11,0.11,0.17,0.36,0.11,1,1,0.22,0.81,0.93,0.89,0.46,0.76,0.99,0.54,0.73,0.97,0.98,0.68,0.42,-0.083,-0.085,0.03,-0.154
792,1/31/2018,0.03,0.02,0.02,0.98,0.6,0.04,0.39,0.34,0.88,0.18,0.04,0.91,1,0.29,0.03,0.03,0.02,0.02,0.02,0.09,0.09,0.04,0.09,0.09,0.01,0.01,0.93,0.14,0.23,0.14,0.14,0.17,0.16,0.16,0.92,0.97,0.85,0.18,0.81,0.14,0.01,0.01,0.01,0.01,0.1,0.01,0.16,0.01,0.3,0.55,0.1,0.9,0.1,0.1,0.05,0.94,0.06,0.08,0.08,0.92,0.38,0.08,0.57,0.39,0.42,0.84,0.92,0.05,0.04,0.09,0.08,0.5,0.09,0.21,0.02,0.35,0.05,0.02,0.7,0.03,0.55,0.88,0.72,0.75,0.06,0.39,0.21,0.03,0.17,0.89,0.86,0.99,0.95,-0.451,1.809,2.25,0.647
949,1/31/2018,0.59,0.52,0.59,0.63,0.19,0.04,0.95,0.59,0.03,0.04,0.44,1,0.07,0.07,1,0.22,0.23,0.25,0.21,0.02,0.02,0.06,0.02,0.02,0.76,0.36,1,0.04,0.01,0.08,0.1,0.1,0.09,0.08,0.37,0.06,0.01,0.04,0.6,0.96,0.26,0.23,0.24,0.12,0.05,0.18,0.14,0.97,0.94,0.83,0.09,0.95,0.02,0.09,0.09,0.07,0.88,0.83,0.58,1,0.06,0.07,0.07,0.15,0.15,0.26,0.16,0.23,0.04,0.54,1,0.5,0.1,0.13,0.29,0.91,0.09,0.29,1,0.01,0.97,0.99,0.97,0.99,0.83,0.95,0.67,0.85,0.92,0.97,0.9,0.96,0.93,0.086,0.221,0.993,0
1011,1/31/2018,0.01,0.01,0.01,0.96,0.7,0.04,0.06,0.09,0.83,0.25,0.26,0.01,0.63,0.32,0.72,0.79,0.81,0.84,0.22,0.2,0.2,0.73,0.2,0.2,0.05,0.86,0.4,0.17,0.81,0.76,0.45,0.89,0.92,0.95,0.68,0.73,0.4,0.25,0.08,0.01,0.06,0.06,0.06,0.65,0.3,0.53,0.3,0.17,0.21,0.47,0.5,0.46,0.17,0.49,0.95,0.78,0.03,0.01,0.06,0.72,0.73,0.25,0.86,0.9,0.95,0.61,0.67,0.43,0.55,0.08,0.9,0.67,0.52,0.89,0.93,0.06,0.96,0.93,0.63,0.82,0.15,0.01,0.01,0.01,0.01,0.31,0.04,0.01,0.01,0.05,0.07,0.85,0.8,-0.076,-0.013,0.29,0
1088,1/31/2018,0.21,0.16,0.18,0.12,0.05,0.04,0.04,0.83,0.5,0.13,0.01,0.56,0.03,0.06,0.02,0.01,0.01,0.01,0.01,0.08,0.08,0.02,0.08,0.08,0.04,0.02,0.19,0.09,0.02,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.02,0.13,1,0.14,0.06,0.05,0.05,0.06,0.11,0.09,0.19,0.31,0.18,0.64,0.01,0.92,0.08,0.01,0.01,0.01,0.02,0.01,0.03,0.02,0.01,0.01,0.01,0.01,0.01,0.03,0.01,0.01,0.01,0.02,0.92,0.5,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.9,0.89,0.9,0.01,0.33,0.96,0.01,0.1,0.57,0.49,0.93,0.96,0.02,0.057,0.365,-0.243
34,1/31/2018,0.27,0.29,0.27,1,0.61,0.05,0.49,0.15,0.48,0.68,0.08,0.66,0.39,0.45,0.79,0.02,0.48,0.34,0.04,0.49,0.49,0.74,0.49,0.49,0.18,0.91,0.76,0.43,0.99,0.79,0.29,0.01,0.92,0.9,0.97,0.73,0.6,0.68,0.05,0.12,0.29,0.33,0.31,0.12,0.06,0.19,0.16,0.04,0.1,0.53,0.22,0.51,0.35,0.21,0.87,0.64,0.01,0.1,0.35,0.99,0.8,0.14,0.01,0.94,0.91,0.96,0.74,0.09,0.66,0.53,0.98,0.52,0.24,0.64,0.92,0.59,0.82,0.92,0.98,0.99,0.87,0.47,0.41,0.4,0.13,0.13,0.1,0.02,0.14,0.66,0.9,0.96,0.87,0.06,0.327,0.56,0.757
164,1/31/2018,0.05,0.05,0.06,0.86,0.35,0.05,0.15,0.13,0.85,0.42,0.18,0.82,0.75,0.44,0.57,0.37,0.35,0.37,0.2,0.16,0.15,0.96,0.15,0.15,0.08,0.67,0.77,0.25,0.94,0.69,0.49,0.8,0.82,0.87,0.01,0.67,0.78,0.42,0.37,0.2,0.07,0.08,0.08,0.89,0.62,0.74,0.56,0.7,0.29,0.29,0.16,0.1,0.14,0.16,0.33,0.32,0.07,0.06,0.12,0.91,0.64,0.3,0.75,0.76,0.82,0.01,0.61,0.17,0.97,0.22,0.87,0.95,0.18,0.08,0.44,0.15,0.33,0.44,0.79,0.3,0.39,0.08,0.07,0.09,0.03,0.37,0.37,0.04,0.17,0.81,0.71,0.72,0.7,-0.119,0.096,0.039,-0.205
175,1/31/2018,0.03,0.03,0.03,0.91,0.33,0.05,0.26,0.09,1,0.17,0.03,0.67,1,0.36,0.05,0.04,0.03,0.03,0.03,0.06,0.05,0.84,0.05,0.05,0.01,0.99,0.41,0.14,0.18,0.15,0.14,0.17,0.17,0.17,0.37,0.14,0.59,0.17,0.22,0.15,0.01,0.01,0.01,0.01,0.01,0.01,0.03,1,0.27,0.58,0.09,0.99,0.1,0.09,0.06,0.06,0.07,0.07,0.05,0.13,0.07,0.05,0.1,0.16,0.16,0.39,0.15,0.05,0.85,0.08,0.01,0.5,0.09,0.36,0.03,0.23,0.05,0.03,0.04,0.05,0.79,0.87,0.93,0.92,0.05,0.35,0.24,0.04,0.15,0.67,0.67,1,0.96,-0.481,-0.462,-0.609,0
203,1/31/2018,0.48,0.45,0.43,0.43,0.17,0.05,0.47,0.66,0.71,0.47,0.42,1,0.95,0.54,1,0.63,0.52,0.43,0.48,0.18,0.18,0.12,0.19,0.18,0.47,0.27,0.99,0.67,1,0.47,0.59,0.72,0.63,0.55,0.17,0.55,0.93,0.47,0.63,0.68,0.35,0.31,0.33,0.08,0.04,0.1,0.06,0.8,0.73,0.91,0.23,0.99,0.39,0.23,0.32,0.32,0.51,0.54,0.64,1,0.43,0.53,0.74,0.62,0.51,0.18,0.53,0.6,0.11,0.39,0.99,0.71,0.3,0.92,0.61,0.61,0.29,0.61,0.99,0.98,0.39,0.87,0.88,0.81,0.59,0.75,0.78,0.61,0.76,0.97,0.97,0.9,0.73,-0.02,-0.178,-0.358,-0.445
230,1/31/2018,0.03,0.03,0.03,0.44,0.66,0.05,0.31,0.8,0.13,0.32,0.6,0.03,0.24,0.17,0.15,0.4,0.41,0.26,0.41,0.16,0.16,0.12,0.16,0.16,0.03,0.96,0.42,0.15,0.3,0.35,0.58,0.65,0.7,0.56,0.49,0.69,0.23,0.32,0.69,0.02,0.03,0.04,0.04,0.54,0.36,0.46,0.33,0.03,0.18,0.54,0.39,0.54,0.13,0.38,0.54,0.58,0.02,0.01,0.05,0.28,0.41,0.62,0.77,0.81,0.66,0.52,0.79,0.39,0.11,0.13,0.69,0.97,0.48,0.91,0.28,0.01,0.43,0.28,0.23,0.18,0.08,0.07,0.05,0.06,0.01,0.29,0.04,0.01,0.04,0.03,0.03,0.72,0.64,-0.002,0.275,1.007,0.955
279,1/31/2018,0.01,0.01,0.01,0.76,0.09,0.05,0.13,0.16,0.87,0.36,0.08,0.13,0.94,0.3,0.13,0.02,0.24,0.1,0.06,0.08,0.08,0.03,0.08,0.08,0.04,0.99,0.5,0.17,0.72,0.7,0.45,0.01,0.91,0.74,0.64,0.74,0.96,0.36,0.15,0.07,0.01,0.01,0.01,0.49,0.51,0.45,0.43,0.01,0.13,0.44,0.07,0.36,0.1,0.07,0.02,0.03,0.01,0.01,0.07,0.59,0.66,0.26,0.01,0.91,0.63,0.56,0.71,0.09,0.03,0.13,0.82,0.5,0.16,0.08,0.19,0.06,0.04,0.19,0.11,0.05,0.29,0.01,0.01,0.01,0.02,0.45,0.12,0.01,0.08,0.13,0.43,0.75,0.7,0.08,0.01,0.181,-0.068
297,1/31/2018,0.02,0.02,0.02,0.61,0.05,0.05,0.42,0.85,0.5,0.18,0.07,0.07,0.04,0.05,0.06,0.03,0.02,0.02,0.03,0.09,0.09,0.11,0.09,0.09,0.01,1,0.35,0.13,0.12,0.05,0.09,0.06,0.05,0.06,0.24,0.02,0.11,0.18,0.66,0.05,0.02,0.02,0.02,0.65,0.76,0.56,0.65,0.01,0.19,0.46,0.05,0.43,0.11,0.05,0.03,0.02,0.03,0.02,0.04,0.08,0.05,0.06,0.08,0.13,0.1,0.3,0.2,0.03,0.11,0.04,0.51,0.5,0.05,0.88,0.02,0.02,0.04,0.02,0.04,0.06,0.09,0.06,0.05,0.08,0.01,0.28,0.07,0.01,0.06,0.07,0.08,0.65,0.74,-0.1,-0.026,0.371,0.475
527,1/31/2018,0.03,0.02,0.02,0.81,0.42,0.05,0.37,0.32,0.06,0.37,0.03,0.76,0.02,0.16,0.05,0.03,0.02,0.03,0.02,0.03,0.04,0.01,0.03,0.03,0.01,0.01,0.37,0.16,0.57,0.39,0.22,0.46,0.44,0.43,0.68,0.36,0.97,0.37,0.25,0.24,0.01,0.01,0.01,0.01,0.03,0.01,0.06,0.01,0.27,0.29,0.05,0.01,0.08,0.05,0.02,0.03,0.07,0.06,0.08,0.67,0.43,0.13,0.53,0.45,0.42,0.73,0.34,0.04,0.01,0.18,0.02,0.5,0.06,0.12,0.03,0.18,0.02,0.03,0.03,0.02,0.54,0.74,0.59,0.62,0.05,0.35,0.32,0.04,0.17,0.75,0.7,0.9,0.88,-0.17,-0.078,-0.098,-0.263
990,1/31/2018,0.1,0.11,0.09,0.01,0.14,0.05,0.04,0.49,0.5,0.2,0.01,0.01,0.04,0.01,0.04,0.01,0.01,0.01,0.01,0.12,0.12,0.39,0.12,0.12,0.02,0.02,0.08,0.12,0.05,0.02,0.01,0.01,0.01,0.01,0.22,0.01,0.05,0.2,0.04,0.05,0.04,0.03,0.03,0.23,0.02,0.27,0.02,0.78,0.15,0.47,0.01,0.48,0.09,0.01,0.01,0.01,0.02,0.01,0.03,0.04,0.01,0.01,0.01,0.01,0.01,0.23,0.01,0.01,0.03,0.03,0.63,0.5,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.04,0.01,0.72,0.81,0.72,0.01,0.24,0.02,0.01,0.03,0.05,0.01,0.94,0.96,0.144,0.47,0.465,-0.531
1017,1/31/2018,0.41,0.6,0.52,0.89,0.54,0.05,0.72,0.42,0.99,0.06,0.03,0.99,0.73,0.52,0.08,0.06,0.05,0.05,0.03,0.03,0.03,0.03,0.03,0.03,0.22,0.96,0.99,0.08,0.02,0.03,0.1,0.05,0.05,0.05,0.06,0.04,0.04,0.06,0.07,0.6,0.15,0.19,0.17,0.92,0.99,0.59,0.71,0.99,0.56,0.69,0.08,0.85,0.04,0.08,0.04,0.05,0.33,0.35,0.07,0.49,0.05,0.05,0.07,0.07,0.08,0.58,0.06,0.06,0.03,0.06,0.9,0.5,0.08,0.13,0.06,0.63,0.04,0.06,0.29,0.01,0.86,0.94,0.99,0.98,0.32,0.48,0.37,0.28,0.48,0.96,0.96,0.95,0.94,-0.002,0.004,0,0
1160,1/31/2018,0.04,0.05,0.04,0.76,0.4,0.05,0.15,0.16,0.87,0.4,0.08,0.13,0.36,0.31,0.13,0.02,0.24,0.1,0.06,0.09,0.08,0.02,0.08,0.08,0.04,0.99,0.5,0.17,0.72,0.7,0.46,0.01,0.92,0.74,0.64,0.74,0.32,0.4,0.15,0.07,0.06,0.08,0.07,0.7,0.8,0.68,0.79,0.01,0.13,0.44,0.07,0.42,0.1,0.07,0.02,0.03,0.01,0.01,0.07,0.59,0.66,0.26,0.01,0.91,0.62,0.56,0.71,0.09,0.03,0.17,0.87,0.5,0.16,0.08,0.19,0.07,0.04,0.19,0.11,0.05,0.34,0.05,0.06,0.05,0.02,0.21,0.12,0.01,0.08,0.13,0.42,0.48,0.59,0.06,0.053,0.159,-0.016
33,1/31/2018,0.17,0.16,0.16,0.75,0.7,0.06,0.62,0.68,0.83,0.28,0.52,0.7,0.55,0.84,0.78,0.79,0.81,0.79,0.5,0.77,0.76,0.42,0.77,0.76,0.18,0.87,0.43,0.2,0.79,0.57,0.51,0.8,0.82,0.75,0.95,0.75,0.22,0.28,0.48,0.11,0.24,0.25,0.25,0.54,0.59,0.66,0.77,0.25,0.24,0.61,0.74,0.69,0.27,0.73,0.95,0.87,0.05,0.03,0.12,0.83,0.63,0.47,0.85,0.89,0.83,0.96,0.81,0.71,0.47,0.49,0.95,0.68,0.76,0.94,0.9,0.1,0.93,0.9,0.86,0.94,0.52,0.2,0.15,0.14,0.03,0.23,0.46,0.05,0.17,0.7,0.53,0.12,0.13,-0.026,0.062,0.304,0.49
70,1/31/2018,0.05,0.06,0.05,0.95,0.32,0.06,0.67,0.72,0.5,0.54,0.33,0.02,0.07,0.18,0.69,0.8,0.77,0.79,0.3,0.46,0.45,0.67,0.46,0.45,0.11,0.67,0.6,0.2,0.74,0.73,0.36,0.89,0.85,0.87,0.69,0.66,0.33,0.54,0.22,0.02,0.14,0.14,0.15,0.86,0.6,0.87,0.54,0.14,0.19,0.51,0.43,0.53,0.21,0.42,0.9,0.75,0.04,0.02,0.14,0.87,0.79,0.4,0.96,0.95,0.98,0.76,0.79,0.39,0.64,0.44,0.88,0.75,0.47,1,0.96,0.14,0.91,0.96,0.8,0.82,0.54,0.03,0.03,0.03,0.02,0.31,0.01,0.02,0.04,0.03,0.19,0.38,0.35,-0.087,-0.099,0.11,0.209
329,1/31/2018,0.34,0.43,0.39,0.85,0.36,0.06,0.12,0.35,0.5,0.29,0.15,0.75,0.01,0.14,0.54,0.65,0.37,0.29,0.15,0.13,0.13,0.5,0.13,0.13,0.16,0.95,0.51,0.27,0.91,0.67,0.47,0.92,0.81,0.75,0.06,0.72,0.32,0.29,0.45,0.17,0.17,0.22,0.2,0.99,0.93,0.91,0.7,0.23,0.23,0.7,0.13,0.86,0.13,0.13,0.14,0.15,0.04,0.07,0.16,0.91,0.68,0.32,0.94,0.79,0.73,0.06,0.72,0.19,0.5,0.08,0.94,1,0.14,0.02,0.69,0.2,0.14,0.69,0.78,0.15,0.09,0.89,0.92,0.91,0.08,0.2,0.32,0.05,0.17,0.74,0.74,0.89,0.91,-0.176,-0.29,-0.434,-0.497
421,1/31/2018,0.06,0.05,0.05,0.74,0.75,0.06,0.24,0.28,0.77,0.48,0.36,0.06,0.59,0.54,0.49,1,0.69,0.53,0.22,0.32,0.31,0.77,0.31,0.31,0.07,0.81,0.4,0.22,0.82,0.76,0.6,1,0.92,0.85,0.8,0.82,0.54,0.48,0.41,0.03,0.09,0.11,0.1,0.46,0.52,0.51,0.53,0.03,0.13,0.51,0.4,0.51,0.16,0.4,0.84,0.75,0.02,0.02,0.1,0.76,0.76,0.45,1,0.92,0.81,0.79,0.83,0.35,0.81,0.32,0.83,0.83,0.45,0.68,0.84,0.08,0.67,0.84,0.62,0.62,0.39,0.06,0.05,0.05,0.02,0.23,0.01,0.02,0.03,0.05,0.42,0.28,0.15,-0.093,-0.089,0.07,0.048
423,1/31/2018,0.08,0.07,0.07,0.61,0.08,0.06,0.05,0.04,0.84,0.35,0.38,0.63,0.85,0.62,0.25,0.19,0.24,0.26,0.24,0.18,0.18,0.42,0.18,0.18,0.05,0.84,0.2,0.18,0.59,0.44,0.51,0.47,0.59,0.64,0.18,0.8,0.65,0.35,0.88,0.19,0.04,0.04,0.05,0.84,0.22,0.67,0.23,0.87,0.29,0.37,0.21,0.19,0.13,0.21,0.32,0.53,0.09,0.05,0.07,0.36,0.22,0.27,0.23,0.37,0.41,0.21,0.77,0.26,0.6,0.22,0.52,0.93,0.24,0.21,0.25,0.06,0.32,0.25,0.43,0.19,0.42,0.52,0.37,0.45,0.03,0.36,0.56,0.05,0.16,0.63,0.36,0.73,0.79,-0.01,0.002,0.048,-0.112
488,1/31/2018,0.07,0.08,0.09,0.21,0.26,0.06,0.91,0.97,0.01,0.01,0.01,0.66,0.08,0.08,0.04,0.02,0.01,0.01,0.01,0.01,0.01,0.67,0.01,0.01,0.01,0.02,0.6,0.08,0.03,0.01,0.01,0.02,0.01,0.01,0.1,0.01,0.01,0.01,0.37,0.21,0.01,0.01,0.01,0.55,0.49,0.37,0.34,0.08,0.25,0.6,0.01,0.97,0.08,0.01,0.02,0.02,0.07,0.04,0.02,0.04,0.01,0.01,0.02,0.01,0.01,0.15,0.01,0.01,0.06,0.01,0.05,0.5,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.03,0.33,0.96,0.95,0.96,0.03,0.34,0.81,0.04,0.14,0.46,0.29,0.99,1,-0.029,0.088,-0.222,-0.693
553,1/31/2018,0.02,0.03,0.03,0.23,0.75,0.06,0.99,1,0.19,0.7,0.95,0.7,0.27,0.27,0.59,0.47,0.52,0.56,0.8,0.81,0.79,0.78,0.81,0.8,0.04,0.36,0.88,0.16,0.41,0.82,0.72,0.34,0.4,0.41,0.51,0.32,0.5,0.7,0.53,0.21,0.03,0.03,0.03,0.57,0.71,0.61,0.84,0.75,0.3,0.62,0.88,0.9,0.17,0.87,0.6,0.45,0.09,0.07,0.15,0.87,0.95,0.99,0.75,0.81,0.87,0.75,0.55,0.92,0.25,0.93,0.39,0.13,0.94,0.64,0.55,0.01,0.65,0.55,0.72,0.66,0.39,0.04,0.09,0.06,0.05,0.36,0.85,0.06,0.17,0.69,0.55,0.26,0.26,-0.063,-0.084,-0.008,-0.073
642,1/31/2018,0.02,0.02,0.02,0.87,0.6,0.06,0.15,0.21,0.72,0.25,0.11,0.27,0.74,0.28,0.14,0.13,0.12,0.14,0.08,0.1,0.09,0.03,0.09,0.09,0.01,0.64,0.54,0.15,0.35,0.36,0.26,0.4,0.5,0.53,0.56,0.43,0.69,0.25,0.39,0.5,0.01,0.02,0.02,0.09,0.07,0.11,0.14,0.75,0.24,0.64,0.08,0.98,0.11,0.08,0.05,0.05,0.06,0.03,0.06,0.26,0.29,0.14,0.3,0.42,0.46,0.53,0.37,0.1,0.04,0.09,0.1,0.5,0.06,0.35,0.19,0.08,0.04,0.19,0.14,0.07,0.29,0.15,0.1,0.23,0.01,0.31,0.23,0.02,0.11,0.27,0.16,0.9,0.86,-0.021,-0.25,-0.375,-0.573
643,1/31/2018,0.02,0.03,0.03,0.83,0.31,0.06,0.22,0.7,0.5,0.18,0.06,0.06,0.21,0.06,0.07,0.04,0.03,0.04,0.04,0.13,0.12,0.75,0.12,0.12,0.09,1,0.53,0.12,0.09,0.03,0.07,0.04,0.02,0.03,0.87,0.95,0.1,0.18,0.83,0.03,0.06,0.07,0.07,0.85,0.57,0.62,0.4,0.01,0.18,0.48,0.1,0.5,0.12,0.1,0.07,0.94,0.03,0.01,0.04,0.08,0.05,0.06,0.09,0.17,0.14,0.89,0.98,0.05,0.78,0.04,0.88,0.5,0.1,0.82,0.04,0.05,0.08,0.04,0.05,0.09,0.08,0.03,0.04,0.03,0.01,0.46,0.04,0.02,0.04,0.06,0.03,0.88,0.89,0.366,0.897,2.145,1.152
